smiles,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15
[H]OC([H])([H])C12C(=O)C([H])(C1([H])[H])C2([H])[H],0.19258798,0.26949649,2.322e-05,0.00758031,0.18687726,0.25121475,6.37e-06,0.00071777,0.18687726,0.25121475,6.37e-06,0.00071777,0.18613166,0.27280494,0.0,0.0054
[H]C1=C(C#N)C2([H])OC2([H])C1([H])[H],0.20075175,0.22801043,0.00992778,0.16285644,0.19005598,0.21214599,0.00590553,0.1554535,0.19005598,0.21214599,0.00590553,0.1554535,0.20728089,0.21311301,0.0708,0.1337
[H]C([H])(C#N)C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0.17340397,0.25774778,4.8e-06,0.00370961,0.16855102,0.26562695,5.06e-06,0.01664827,0.16855102,0.26562695,5.06e-06,0.01664827,0.16847728,0.268237,0.0,0.0002
[H]C([H])([H])C([H])([H])C12OC([H])(C1([H])[H])C2([H])C([H])([H])[H],0.25424781,0.2662932,0.01664915,0.00131531,0.27482851,0.29086933,0.00406919,0.00447871,0.27482851,0.29086933,0.00406919,0.00447871,0.27430431,0.28840503,0.0055,0.0018
[H]N([H])C([H])(C#N)C([H])([H])C1([H])OC1([H])[H],0.25138628,0.28820879,0.02430295,0.00692564,0.2418984,0.27058920000000003,0.00907703,0.02103074,0.2418984,0.27058920000000003,0.00907703,0.02103074,0.24454839,0.278016,0.0184,0.0024
[H]C([H])([H])C12OC([H])([H])C3([H])OC1([H])C32[H],0.23287013,0.24551069,0.00643742,0.01182025,0.24695689,0.26048520000000003,0.00550302,0.01748612,0.24695689,0.26048520000000003,0.00550302,0.01748612,0.24341651,0.25842126,0.0055,0.0113
[H]C([H])([H])C1([H])C2([H])OC1([H])C2([H])C#N,0.24907985,0.26642342,-1.89e-06,0.00116726,0.24627279,0.26877492,0.00028734,0.00664135,0.24627279,0.26877492,0.00028734,0.00664135,0.26047554,0.27857826,0.0002,0.0016
[H]c1nc(C([H])([H])C([H])([H])C([H])([H])[H])n([H])c1[H],0.23362377,0.24493508,0.02621174,0.18242482,0.23703252,0.24279656,0.10363727,0.00318541,0.23703252,0.24279656,0.10363727,0.00318541,0.22749302,0.23924178,0.025,0.2405
[H]N=C(OC([H])([H])C([H])([H])[H])C1([H])N([H])C1([H])[H],0.24224926,0.26428608,0.00822312,0.15868817,0.23190300000000005,0.24543087,0.01628227,0.09289779,0.23190300000000005,0.24543087,0.01628227,0.09289779,0.23672813,0.26017052,0.0042,0.1572
[H]OC1([H])C(=O)C([H])([H])OC1([H])C([H])([H])[H],0.16345815,0.21650573,0.00018364,0.00922166,0.15880988,0.19664758,0.00013207,0.01197658,0.15880988,0.19664758,0.00013207,0.01197658,0.16088487,0.21845636,0.0001,0.0118
[H]OC([H])([H])C([H])(O[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.27066538,0.289133,0.00103594,0.03093927,0.27209601,0.29368019,0.00369715,0.02430063,0.27209601,0.29368019,0.00369715,0.02430063,0.2696445,0.28786114,0.0003,0.0239
[H]OC([H])([H])C1([H])C([H])([H])C1([H])C#CC([H])([H])[H],0.25400907,0.26910013,0.00042782,0.03290326,0.23014228,0.24340195,0.00041801,0.01907851,0.23014228,0.24340195,0.00041801,0.01907851,0.22876455,0.24164886,0.0002,0.0176
[H]OC1([H])C([H])([H])N2C3([H])C([H])([H])C3([H])C21[H],0.22069559,0.24692369,0.0100148,0.00173957,0.23240815,0.26133882,0.00987326,0.00123756,0.23240815,0.26133882,0.00987326,0.00123756,0.23099523,0.25380187,0.0094,0.0003
[H]OC12C([H])([H])C([H])([H])C([H])([H])OC1([H])C2([H])[H],0.26319899,0.27567498,0.01308866,0.03064175,0.27646491,0.28361632,0.00607514,0.02067791,0.27646491,0.28361632,0.00607514,0.02067791,0.26465762,0.28288528,0.0039,0.0389
[H]C#CC([H])(C#CC([H])([H])O[H])C([H])([H])[H],0.25573315,0.26898919,0.00331067,0.03487257,0.2309007,0.2439813,0.00201375,0.01121761,0.2309007,0.2439813,0.00201375,0.01121761,0.22812879,0.24143572,0.0008,0.0051
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.26302409,0.26988908,0.01055689,0.28970331,0.25667833,0.26707513,0.2955089,0.01588987,0.25667833,0.26707513,0.2955089,0.01588987,0.25129189,0.25490067,0.2627,0.0274
[H]c1nn2c(c1[H])OC([H])([H])C2([H])[H],0.23313918,0.23762655,0.08639784,0.01378216,0.23576892,0.2475233,0.08549588,0.00249689,0.23576892,0.2475233,0.08549588,0.00249689,0.23276655,0.23974157,0.0884,0.0073
[H]OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])=O,0.16151707,0.21420188,0.00010959,0.00073433,0.15516028,0.18239696,7.956e-05,0.00109416,0.15516028,0.18239696,7.956e-05,0.00109416,0.15611481,0.20358391,0.0001,0.001
[H]C#CC([H])([H])C#CC([H])([H])[H],0.26900812,0.27405047,0.00061747,7e-08,0.2403301,0.24991809,0.00158584,0.00051432,0.2403301,0.24991809,0.00158584,0.00051432,0.23930793,0.24459248,0.0006,0.0
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.30557585,0.30939882,0.00185564,0.01241708,0.30999601,0.31571425,0.00119744,0.00645991,0.30999601,0.31571425,0.00119744,0.00645991,0.30119012,0.30755878,0.0006,0.0083
[H]OC12C([H])([H])C([H])(C1([H])[H])C21OC1([H])[H],0.26789025,0.28041345,0.00245267,0.00261436,0.28630585,0.2974683,0.00113525,0.0036083,0.28630585,0.2974683,0.00113525,0.0036083,0.26763431,0.28674029,0.0018,0.0013
[H]N=C1N([H])C(=O)C([H])(O[H])C1([H])[H],0.20464584,0.23624548,0.00216771,0.00648664,0.19592216,0.22567423,0.00325896,0.00362249,0.19592216,0.22567423,0.00325896,0.00362249,0.20122093,0.23053587,0.002,0.0049
[H]C#CC12N([H])C1([H])C1([H])N([H])C12[H],0.20650633,0.20753945,0.0033344,0.052920900000000014,0.19516872,0.19809867,0.00126341,0.04725275,0.19516872,0.19809867,0.00126341,0.04725275,0.19975831,0.20439975,0.0025,0.0543
[H]c1nc(C2([H])OC2([H])[H])c([H])o1,0.23649362,0.24827686,0.08401605,0.00334437,0.23184554,0.23937455,0.07284805,0.00343409,0.23184554,0.23937455,0.07284805,0.00343409,0.22863593,0.2448975,0.0922,0.0036
[H]c1nnc([H])c(N([H])[H])n1,0.13470808,0.16587343,0.00428628,0.00137261,0.12726864,0.16056467,0.00399788,0.00109547,0.12726864,0.16056467,0.00399788,0.00109547,0.13692431,0.17273285,0.0043,0.0011
[H]C#CC([H])([H])N([H])C(=N[H])C([H])=O,0.14376042,0.17945039999999998,0.00077485,0.08089474,0.13498243,0.15873461,0.00063308,0.04298936,0.13498243,0.15873461,0.00063308,0.04298936,0.13856333,0.17254176,0.0006,0.0583
[H]C([H])([H])C1([H])C([H])([H])C([H])(C([H])([H])[H])C12C([H])([H])C2([H])[H],0.28950441,0.3004252,0.02375672,0.01717663,0.29749234,0.30803655,0.0399549,0.01110012,0.29749234,0.30803655,0.0399549,0.01110012,0.29009917,0.30055436,0.0246,0.0091
[H]C#Cc1c([H])c([H])c([H])n1C([H])([H])[H],0.20276555,0.21852392,0.33639068,0.00057753,0.19434454,0.19832283,0.32940584,0.01292795,0.19434454,0.19832283,0.32940584,0.01292795,0.19050483,0.19872565,0.3427,0.0018
[H]C1([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0.32479375,0.32824633,0.1120079,0.0,0.35036116,0.35039812,0.00771998,0.01057703,0.35036116,0.35039812,0.00771998,0.01057703,0.3294283,0.3294283,0.0145,0.0145
[H]N=C([H])OC(=O)C([H])(O[H])C([H])([H])[H],0.21554221,0.23293264,0.00012953,0.00384181,0.20439698,0.21549137,4.815e-05,0.03558301,0.20439698,0.21549137,4.815e-05,0.03558301,0.20989377,0.22613697,0.0001,0.003
[H]c1c(N([H])[H])c([H])n([H])c(=O)c1[H],0.14279738,0.16673444,0.08619984,2.118e-05,0.14300073,0.16564091,0.07757459,4.342e-05,0.14300073,0.16564091,0.07757459,4.342e-05,0.14525906,0.18236485,0.0838,0.0
[H]C1=C([H])C2([H])C([H])([H])C1([H])C2([H])C#N,0.22914174,0.28272205,0.05432025,0.01073853,0.21339959,0.25605112,0.035058099999999995,0.029966500000000007,0.21339959,0.25605112,0.035058099999999995,0.029966500000000007,0.21575896,0.26430482,0.055,0.0473
[H]N1C(=O)N([H])C([H])(C([H])([H])[H])C1([H])[H],0.25326216,0.25579824,0.00314292,0.00936255,0.24953383,0.26476599,0.00127058,0.01760493,0.24953383,0.26476599,0.00127058,0.01760493,0.24827109,0.25684471,0.0017,0.0077
[H]C#CC1(C([H])([H])[H])N=C([H])OC1([H])[H],0.24810124,0.25729218,0.00535546,0.12278922,0.23707398,0.24181281,0.00637683,0.00115776,0.23707398,0.24181281,0.00637683,0.00115776,0.23787838,0.24009804,0.0013,0.0045
[H]OC([H])([H])C1(O[H])C([H])([H])C1([H])[H],0.27095729,0.27155596,0.0045474,0.03927638,0.27006732,0.28275241,0.03492522,0.0035273,0.27006732,0.28275241,0.03492522,0.0035273,0.26745424,0.26890216,0.0289,0.0057
[H]C1=NC(C#N)(C([H])([H])[H])C([H])([H])O1,0.24879512,0.25680258,0.00563655,0.12428691,0.23878878,0.25267656,0.0052131,0.08460911,0.23878878,0.25267656,0.0052131,0.08460911,0.24111967,0.25550703,0.004,0.1131
[H]c1nc2onc([H])c2o1,0.2071224,0.23864653,0.21898925,0.00186288,0.20527421,0.22569272,0.23297668,0.00046178,0.20527421,0.22569272,0.23297668,0.00046178,0.20076524,0.23358239,0.239,0.002
[H]C([H])([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0.26686193,0.2882838,0.00511235,0.02313966,0.27758898,0.30030384,0.0047085,0.01484819,0.27758898,0.30030384,0.0047085,0.01484819,0.27580369,0.29738289,0.0057,0.0198
[H]C1=C([H])C2([H])C([H])([H])C([H])(C([H])([H])[H])C2([H])C1([H])[H],0.26088813,0.27235291,0.18959052,0.00115438,0.25009135,0.27078945,0.17973478,0.00296568,0.25009135,0.27078945,0.17973478,0.00296568,0.24853936,0.26664943,0.1998,0.0021
[H]C1([H])C(=O)N(C([H])([H])[H])C([H])([H])C1=O,0.1599891,0.2139313,1.119e-05,0.00026194,0.15542416,0.1905428,1.613e-05,0.00264144,0.15542416,0.1905428,1.613e-05,0.00264144,0.15779793,0.2126904,0.0,0.0002
[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.27508707,0.29725097,0.02187315,0.02458842,0.28748047,0.30346673,0.02373298,0.00491861,0.28748047,0.30346673,0.02373298,0.00491861,0.28345122,0.30337303,0.0203,0.0099
[H]C(=O)C([H])([H])c1nn([H])nc1[H],0.16270802,0.23046602,0.00161109,0.08981404,0.15647909,0.22559796,0.00223511,0.06882889,0.15647909,0.22559796,0.00223511,0.06882889,0.15707397,0.23420345,0.0014,0.1143
[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],0.18801364,0.23971041,0.05564994,0.11660685,0.17640937,0.19460846,0.00431147,3.736e-05,0.17640937,0.19460846,0.00431147,3.736e-05,0.18393037,0.19386372,0.0042,0.0816
[H]OC([H])([H])C([H])([H])OC([H])(C#N)C([H])([H])[H],0.27127786,0.28058999,0.0010857999999999998,0.02216669,0.24763264,0.25715075,0.0109583,0.00736935,0.24763264,0.25715075,0.0109583,0.00736935,0.26711615,0.27471958,0.0047,0.0082
[H]N1C(=O)C2([H])OC([H])([H])C12C([H])([H])[H],0.19615142,0.24334735,0.00400428,0.03494558,0.19339598,0.25214233,0.00340739,0.0144811,0.19339598,0.25214233,0.00340739,0.0144811,0.19466853,0.25054588,0.0025,0.032
[H]N=C1N(C([H])=O)C([H])([H])C1([H])C([H])([H])[H],0.1846098,0.21924505,0.00407094,0.23576983,0.17765839,0.21400721,0.00397265,0.00290847,0.17765839,0.21400721,0.00397265,0.00290847,0.18165559,0.21988224,0.0037,0.0078
[H]OC([H])([H])C([H])([H])C(=O)C1([H])OC1([H])[H],0.16522791,0.26945286,0.00022515,0.0007473,0.15955415,0.22010847,0.00015608,0.00011614,0.15955415,0.22010847,0.00015608,0.00011614,0.16192488,0.25084722,0.0001,0.0142
[H]C12C(=O)C3([H])C4([H])N1C2([H])C34[H],0.16023778,0.19709794,0.00023118,0.00568632,0.15466714,0.18598747,0.00019671,0.00311186,0.15466714,0.18598747,0.00019671,0.00311186,0.158125,0.20060722,0.0001,0.0033
[H]C(=O)C([H])([H])C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],0.16147462,0.24206508,0.00013008,0.00874949,0.15594825,0.19387116,8.001e-05,0.00088286,0.15594825,0.19387116,8.001e-05,0.00088286,0.15632428,0.23191397,0.0001,0.0019
[H]C#CC1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.26173229,0.27359757,0.00043895,0.01517007,0.24145536,0.25344324,0.00039573,0.00982833,0.24145536,0.25344324,0.00039573,0.00982833,0.2357359,0.24606246,0.0003,0.0063
[H]C([H])([H])C1([H])C([H])([H])C2([H])C([H])([H])C2(C([H])([H])[H])C1([H])[H],0.27631853,0.29926363,0.01078353,0.02258719,0.28337219,0.30520448,0.00574809,0.012020200000000002,0.28337219,0.30520448,0.00574809,0.012020200000000002,0.27729938,0.2982318,0.0075,0.0184
[H]Oc1c([H])c(N([H])[H])n([H])c1O[H],0.18851224,0.21382958,0.00442197,0.01834084,0.19675071,0.21875333,0.01200015,0.11206977,0.19675071,0.21875333,0.01200015,0.11206977,0.18240528,0.20835765,0.0044,0.0078
[H]C#CC1([H])C([H])([H])C([H])(O[H])C1([H])O[H],0.25857094,0.26717609,0.00275203,0.00804861,0.23729067,0.24791029,0.00189128,0.01349182,0.23729067,0.24791029,0.00189128,0.01349182,0.23466282,0.24436831,0.0005,0.0051
[H]C([H])([H])C#CC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26873395,0.28007477,0.00017358,0.01010799,0.24237193,0.25307093,0.00012895,0.00601352,0.24237193,0.25307093,0.00012895,0.00601352,0.24055006,0.24986601,0.0001,0.0034
[H]C([H])([H])C#CC([H])([H])C([H])([H])C#N,0.26824978,0.28067824,3.47e-06,0.00820363,0.24083614,0.25182526,6.27e-06,0.00380159,0.24083614,0.25182526,6.27e-06,0.00380159,0.2395027,0.24952424,0.0,0.0027
[H]c1nc(OC([H])([H])[H])c(N([H])[H])o1,0.2029563,0.2348158,0.11808137,0.00076278,0.20338576,0.22808633,0.12869373,0.00198678,0.20338576,0.22808633,0.12869373,0.00198678,0.20389261,0.22925699,0.1417,0.0003
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])O1,0.27696368,0.29126645,0.00201511,0.05213635,0.28734627,0.30306217,0.00170817,0.0502527,0.28734627,0.30306217,0.00170817,0.0502527,0.28760022,0.2994335,0.004,0.047
[H]OC1(C([H])([H])[H])C([H])([H])C2([H])N([H])C21C([H])([H])[H],0.24314914,0.26063452,0.01466797,0.00483773,0.25404299,0.26603361,0.01032876,0.0005301,0.25404299,0.26603361,0.01032876,0.0005301,0.24432054,0.2626364,0.0116,0.0028
[H]C#CC1=C([H])C2([H])OC1([H])C2([H])[H],0.17524344,0.20677684,0.01802696,0.21470908,0.16707067,0.1899945,0.01552724,0.19204454,0.16707067,0.1899945,0.01552724,0.19204454,0.17774179,0.18975514,0.0513,0.166
[H]OC([H])(c1c([H])nc([H])n1[H])C([H])([H])[H],0.2386723,0.24401558,0.21140512,0.00691664,0.23583797,0.23818587,0.10306084,0.14234306,0.23583797,0.23818587,0.10306084,0.14234306,0.22938561,0.245118,0.2139,0.0033
[H]C([H])([H])C12C([H])([H])C(=O)C1([H])C2([H])[H],0.17335726,0.24767966,0.00033456,0.10102557,0.16789439,0.23800124,0.00032126,0.06474737,0.16789439,0.23800124,0.00032126,0.06474737,0.168944,0.24230668,0.0003,0.081
[H]c1nc(OC([H])([H])[H])c(N([H])[H])n1[H],0.21555224,0.23145667,4.981e-05,0.00271436,0.21870121,0.23316431,0.14408204,0.00026955,0.21870121,0.23316431,0.14408204,0.00026955,0.21127922,0.21683204,0.0001,0.1569
[H]C1([H])OC([H])([H])C2([H])C([H])([H])N3C1([H])C32[H],0.25248075,0.25705283,0.01257518,0.01273494,0.26346212,0.27436948,0.01071812,0.01601644,0.26346212,0.27436948,0.01071812,0.01601644,0.26143838,0.26545875,0.0153,0.0077
[H]C([H])(C#N)C1([H])C([H])([H])N2C([H])([H])C21[H],0.25299571,0.26758374,0.02975203,0.0033541,0.25736246,0.26223607,0.00220567,0.00101045,0.25736246,0.26223607,0.00220567,0.00101045,0.26140163,0.27352155,0.0224,0.001
[H]Oc1c([H])c([H])nn1C([H])([H])[H],0.22465305,0.24138978,0.00042213,0.07214427,0.23157811,0.24728098,0.00042175,0.08444486,0.23157811,0.24728098,0.00042175,0.08444486,0.21840492,0.24165254,0.0007,0.0952
[H]C(=O)C(C([H])=O)(C([H])([H])[H])C([H])([H])[H],0.16227125,0.16346242,4.217e-05,8.902e-05,0.15577154,0.1576536,5.815e-05,6.495e-05,0.15577154,0.1576536,5.815e-05,6.495e-05,0.15697107,0.1581544,0.0,0.0001
[H]C(=O)C([H])(C([H])=O)C([H])([H])[H],0.15095234,0.16424539,0.00227284,0.00031228,0.1437306,0.15789284,0.00302564,0.00029207,0.1437306,0.15789284,0.00302564,0.00029207,0.14660408,0.15855496,0.0013,0.0002
[H]N([H])C(=O)C(=O)C1([H])N([H])C1([H])[H],0.1301919,0.18335281,4.648e-05,0.07706034,0.12349485,0.16578484,0.00020795,0.05967626,0.12349485,0.16578484,0.00020795,0.05967626,0.12956710000000002,0.18429419,0.0,0.0645
[H]C([H])([H])C([H])([H])C1([H])C2([H])OC([H])([H])C21[H],0.24749239,0.26470318,0.004275899999999999,0.02591833,0.26369151,0.28092403,0.00082367,0.03267786,0.26369151,0.28092403,0.00082367,0.03267786,0.25400766,0.27512015,0.0029,0.0303
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.31198759,0.31599599,0.01467985,0.01692453,0.3152697,0.3208124,0.00750077,0.01546264,0.3152697,0.3208124,0.00750077,0.01546264,0.31032600000000005,0.31526511,0.0077,0.014
[H]C([H])([H])OC1([H])OC([H])([H])C2([H])C([H])([H])C12[H],0.28645179,0.29738036,0.03665486,0.04412469,0.29678656,0.30450042,0.03873436,0.01746861,0.29678656,0.30450042,0.03873436,0.01746861,0.29460832,0.30185161,0.0411,0.0255
[H]C([H])([H])C([H])([H])C12OC1([H])C(=O)C2([H])[H],0.16156039,0.22431424,5.214e-05,0.00929584,0.15544341,0.21370234,0.00021923,0.01358431,0.15544341,0.21370234,0.00021923,0.01358431,0.15756273,0.22477357,0.0002,0.0201
[H]C([H])(C#N)OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.27143579999999995,0.30183762,0.00293147,0.00074564,0.25726982,0.27319286,0.00104217,0.0009058,0.25726982,0.27319286,0.00104217,0.0009058,0.26794668,0.27197441,0.0006,0.0014
[H]C([H])([H])OC([H])([H])C1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.27117877,0.28858498,0.04051038,0.00547885,0.28593701,0.29396776,0.05973706,0.00206587,0.28593701,0.29396776,0.05973706,0.00206587,0.27675549,0.28567823,0.0422,0.0023
[H]c1nc(N([H])[H])c([H])n1[H],0.21095108,0.21691275,0.07700357,0.00030996,0.21116401,0.22000271,0.07651049,0.00012997,0.21116401,0.22000271,0.07651049,0.00012997,0.20916614,0.21084558,0.0691,0.0002
[H]N=C([H])OC([H])([H])C1([H])C([H])([H])C1([H])O[H],0.23621348,0.26978148,0.00212862,0.30410731,0.22836463,0.27258657,0.00170486,0.16431086,0.22836463,0.27258657,0.00170486,0.16431086,0.22838236,0.26838767,0.0014,0.05
[H]C([H])([H])C(=O)C#CC(=O)C([H])([H])[H],0.15290659,0.15423556,0.00061172,0.00013826,0.14417777,0.14543669,0.00044293,8.739e-05,0.14417777,0.14543669,0.00044293,8.739e-05,0.15000707,0.15067591,0.0003,0.0002
[H]C([H])([H])C1([H])C2([H])C([H])([H])C1([H])C2([H])C#N,0.30421069,0.31528047,1.19e-06,0.00205686,0.27652762,0.28868639,1.76e-06,0.02552832,0.27652762,0.28868639,1.76e-06,0.02552832,0.27365018,0.28379667,0.0,0.0288
[H]OC1([H])C([H])(O[H])C2([H])C([H])([H])OC12[H],0.23912945,0.2557316,0.00293,0.00210018,0.24571728,0.26113725,0.00430285,0.0017364999999999998,0.24571728,0.26113725,0.00430285,0.0017364999999999998,0.24583829,0.25655807,0.0027,0.0015
[H]ON=C1C([H])([H])N(C([H])([H])[H])C1([H])C([H])([H])[H],0.20786614,0.2312575,0.00375979,0.00349942,0.19434006,0.22189335,0.00159454,0.00358738,0.19434006,0.22189335,0.00159454,0.00358738,0.212367,0.22760327,0.0051,0.0042
[H]C([H])([H])C1=C(C#N)C([H])([H])OC1([H])[H],0.20748537,0.25112012,0.10023136,0.32502775,0.18576096,0.23104283,0.09106804,0.25619543,0.18576096,0.23104283,0.09106804,0.25619543,0.20429685,0.23726099,0.2124,0.1387
[H]C1=C([H])C([H])(C([H])([H])[H])C(=O)OC1([H])[H],0.21412508,0.26238843,0.00027074,0.00344401,0.20855108,0.2417893,0.00063886,0.00239373,0.20855108,0.2417893,0.00063886,0.00239373,0.20981292,0.25534166,0.0003,0.0741
[H]OC1([H])C2([H])OC1(C#N)C2([H])[H],0.22739696,0.25992031,0.00116642,0.00730212,0.21441186,0.24742079,0.00110825,0.00416916,0.21441186,0.24742079,0.00110825,0.00416916,0.22750037,0.25572386,0.0008,0.0018
[H]C(=O)N([H])C([H])([H])C1([H])N([H])C1([H])[H],0.21648734,0.26071379,0.00122033,0.01543437,0.21254716,0.26221683,0.00149745,0.00819524,0.21254716,0.26221683,0.00149745,0.00819524,0.21121675,0.25792882,0.0012,0.0135
[H]c1oc2c(c1[H])C([H])([H])OC2([H])[H],0.23046954,0.25968985,0.14910164,0.01403826,0.21855632,0.24911059,0.1304929,0.08584231,0.21855632,0.24911059,0.1304929,0.08584231,0.21852619,0.25501827,0.1705,0.0123
[H]c1nc(C([H])([H])C([H])([H])[H])oc1[H],0.24384263,0.24584081,0.21886692,0.00235982,0.23640006,0.2375445,0.00215422,0.22771785,0.23640006,0.2375445,0.00215422,0.22771785,0.23252401,0.24413679,0.2157,0.0023
[H]C([H])([H])OC(=O)C([H])([H])N1C([H])([H])C1([H])[H],0.22349462,0.25088371,0.00137045,0.0306476,0.21537197,0.22436173,0.00517511,0.00497921,0.21537197,0.22436173,0.00517511,0.00497921,0.21813665,0.24280647,0.0012,0.0123
[H]c1c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])[H])c1[H],0.2387854,0.24841795,0.09605378,0.0192696,0.23607516,0.24193489,0.07066481,0.05615752,0.23607516,0.24193489,0.07066481,0.05615752,0.22801486,0.23829733,0.1014,0.0506
[H]OC1([H])C([H])([H])C2([H])OC2([H])C1([H])O[H],0.27363066,0.28633652,0.00351979,0.03225709,0.28070303,0.29376946,0.00302947,0.01003698,0.28070303,0.29376946,0.00302947,0.01003698,0.27712299,0.29672875,0.0042,0.0194
[H]C([H])([H])C12OC3=NC([H])([H])C1([H])C32[H],0.12106394,0.15625258,0.00953949,0.00550127,0.11975237,0.15880004,0.008202899999999999,0.00329736,0.11975237,0.15880004,0.008202899999999999,0.00329736,0.12042386,0.16484277,0.0094,0.0039
[H]N1C(=O)C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.21421974,0.2554691,0.00063981,0.05234282,0.2109719,0.26501116,0.00068208,0.03485798,0.2109719,0.26501116,0.00068208,0.03485798,0.21113222,0.26027342,0.0005,0.0337
[H]OC1([H])C(=O)C([H])([H])C(C([H])([H])[H])=C1[H],0.16560101,0.22796766,9.46e-06,0.01008835,0.16100398,0.1968923,8.058e-05,0.00838765,0.16100398,0.1968923,8.058e-05,0.00838765,0.16240629,0.21215018,0.0,0.01
[H]OC([H])([H])c1oc([H])c(C([H])([H])[H])c1[H],0.23364845,0.24625995,0.20555581,0.04625466,0.22681347,0.24809702,0.22651749,0.00634576,0.22681347,0.24809702,0.22651749,0.00634576,0.220518,0.24968962,0.2185,0.0058
[H]C#CC1=NC([H])([H])C(=O)O1,0.19490303,0.22302298,0.00344198,0.00052195,0.180619,0.20175834,0.00351764,2.729e-05,0.180619,0.20175834,0.00351764,2.729e-05,0.19224307,0.20308045,0.0031,0.0
[H]Oc1nc(C([H])([H])[H])nc([H])c1[H],0.19724458,0.24064281,0.05392202,0.10543245,0.17449114,0.19427021,0.00119785,0.00236486,0.17449114,0.19427021,0.00119785,0.00236486,0.18371355,0.20237853,0.0013,0.0023
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])C([H])([H])[H],0.26190751,0.26520315,0.00535176,0.0065586,0.26763664,0.28047383,0.00410168,0.00212243,0.26763664,0.28047383,0.00410168,0.00212243,0.26652816,0.27297766,0.0028,0.0045
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])O1,0.27984139,0.29224971,0.03569477,0.03107815,0.29091285,0.30308755,0.03390325,0.03311923,0.29091285,0.30308755,0.03390325,0.03311923,0.28791626,0.30003619,0.035,0.0281
[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26549651,0.2897113,0.00081087,0.01868668,0.27787896,0.30216177,0.00232596,0.01022944,0.27787896,0.30216177,0.00232596,0.01022944,0.27747578,0.29832735,0.0024,0.0135
[H]OC([H])(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26465385,0.29067473,0.01220302,0.02519253,0.27624958,0.29086938,0.00901287,0.01118179,0.27624958,0.29086938,0.00901287,0.01118179,0.26481564,0.28774722,0.0086,0.0184
[H]OC1([H])C([H])([H])OC1(C#N)C([H])([H])[H],0.251735,0.26669515,0.00915209,0.00098956,0.24229902,0.25729458,0.00924022,0.01120044,0.24229902,0.25729458,0.00924022,0.01120044,0.25215917,0.26050494,0.0093,0.0021
[H]C#CC(=O)C([H])([H])C([H])([H])C#C[H],0.15466127,0.2183308,2.299e-05,1e-08,0.14590546,0.18537678,4.07e-06,4.42e-06,0.14590546,0.18537678,4.07e-06,4.42e-06,0.15076411,0.1892039,0.0,0.0
[H]OC12C([H])([H])C1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])[H],0.2629847,0.27178193,0.0151275,0.00727759,0.27847893,0.28381184,0.01599878,0.00508061,0.27847893,0.28381184,0.01599878,0.00508061,0.26444815,0.26924393,0.0125,0.0063
[H]OC1([H])C2([H])C([H])([H])C2([H])C1(C([H])([H])[H])C([H])([H])[H],0.25256021,0.28589734,0.00238989,0.01403728,0.26560017,0.29278846,0.00273324,0.00671883,0.26560017,0.29278846,0.00273324,0.00671883,0.25417671,0.28675866,0.0021,0.0085
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.26496276,0.31633740000000005,0.00041858,0.01653725,0.2782168,0.30513183,0.00107309,0.00495017,0.2782168,0.30513183,0.00107309,0.00495017,0.26248941,0.31215612,0.0001,0.0119
